"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Mach_Number"
210, 7.803043131382305e-04, -4.916520995190340e-03, 1.647835622702288e+05, 1.397962758411512e+00, 1.160659377221863e-01
211, 2.927079413129301e-03, -9.415000344406257e-03, 1.562317743014782e+05, 1.209570827197628e+00, 2.292886735187553e-01
212, 6.005844514896796e-03, -1.334354800703546e-02, 1.464647367748228e+05, 9.944075106363618e-01, 3.365827842802350e-01
213, 9.654522751038104e-03, -1.675453417271001e-02, 1.366140751027647e+05, 7.774019928528412e-01, 4.275632236303816e-01
214, 1.365627794765665e-02, -1.974620782410616e-02, 1.282863175388317e+05, 5.939453477765954e-01, 4.988276145388001e-01
215, 1.788670551301733e-02, -2.240617684975221e-02, 1.221106338389176e+05, 4.578978939523974e-01, 5.540295101847704e-01
216, 2.227365759564918e-02, -2.480004283943257e-02, 1.172045970383390e+05, 3.498201737323976e-01, 5.987928873817886e-01
217, 2.677272870538024e-02, -2.697639527707973e-02, 1.130192338972752e+05, 2.576185607062501e-01, 6.381152207583366e-01
218, 3.135519454993048e-02, -2.897150209823460e-02, 1.094338193952013e+05, 1.786335385429058e-01, 6.706076404525768e-01
219, 3.600152637330558e-02, -3.081318812829027e-02, 1.067527810021310e+05, 1.195715035188010e-01, 6.960667840576168e-01
220, 4.069820018808088e-02, -3.252256563435194e-02, 1.042483590284627e+05, 6.440024647665463e-02, 7.189645797229555e-01
221, 4.543527623636497e-02, -3.411666840764228e-02, 1.025189959781371e+05, 2.630317882118027e-02, 7.375701180099832e-01
222, 5.020553352344495e-02, -3.560863456940031e-02, 1.007738774689320e+05, -1.214097430183995e-02, 7.556917786233798e-01
223, 5.500326006556067e-02, -3.700980903144933e-02, 9.865222708291523e+04, -5.887995041337929e-02, 7.761804113309996e-01
224, 5.982421622172634e-02, -3.832889242225972e-02, 9.714365193614202e+04, -9.211316273346856e-02, 7.917991771337203e-01
225, 6.466483906275369e-02, -3.957391314022586e-02, 9.595937631137569e+04, -1.182022066684359e-01, 8.058930915165524e-01
226, 6.952249897692257e-02, -4.075073511111307e-02, 9.455285910928992e+04, -1.491871296991224e-01, 8.207797081694842e-01
227, 7.439490954122942e-02, -4.186493308021388e-02, 9.324110879360737e+04, -1.780843820801308e-01, 8.327617224972885e-01
228, 7.928016170262280e-02, -4.292143613570378e-02, 9.240036076342106e+04, -1.966056720898747e-01, 8.421954780956118e-01
229, 8.417674663965065e-02, -4.392411223863629e-02, 9.142538671479243e+04, -2.180838991665690e-01, 8.528692139459036e-01
230, 8.908327914664409e-02, -4.487694271419674e-02, 9.033250593393845e+04, -2.421595569873628e-01, 8.630771139407515e-01
231, 9.399867837121420e-02, -4.578293517187210e-02, 8.956575641279410e+04, -2.590506940891645e-01, 8.721706224955658e-01
232, 9.892201234818511e-02, -4.664477826263502e-02, 8.871203402306084e+04, -2.778578032352393e-01, 8.808167077362273e-01
233, 1.038523972993833e-01, -4.746533114593970e-02, 8.804436425478177e+04, -2.925662592351835e-01, 8.877372340986995e-01
234, 1.087891724165177e-01, -4.824653659254344e-02, 8.732906127359014e+04, -3.083240528711065e-01, 8.952529903668562e-01
235, 1.137317418618548e-01, -4.899020331625624e-02, 8.666876386929337e+04, -3.228700991044251e-01, 9.024586935151013e-01
236, 1.186795042037039e-01, -4.969849951119280e-02, 8.606720017375601e+04, -3.361222689155298e-01, 9.087213863232730e-01
237, 1.236319655460909e-01, -5.037317120654951e-02, 8.551692426314724e+04, -3.482445925604657e-01, 9.146095196928532e-01
238, 1.285886912036594e-01, -5.101577029792045e-02, 8.488023040026006e+04, -3.622706637001679e-01, 9.222121387005286e-01
239, 1.335492791399037e-01, -5.162785630413858e-02, 8.429241203503984e+04, -3.752200302456768e-01, 9.290681545982610e-01
240, 1.385133925669825e-01, -5.221064740476231e-02, 8.384854308445871e+04, -3.849982578059746e-01, 9.343454332743250e-01
241, 1.434807426911841e-01, -5.276519694598512e-02, 8.330306931079524e+04, -3.970147925964180e-01, 9.404620734980117e-01
242, 1.484510332169225e-01, -5.329272691320163e-02, 8.288234846190337e+04, -4.062830781893622e-01, 9.453443803784627e-01
243, 1.534240146497065e-01, -5.379428323469319e-02, 8.238420583111420e+04, -4.172569298069727e-01, 9.511561077933806e-01
244, 1.583994651510109e-01, -5.427070435235529e-02, 8.196550089714691e+04, -4.264808057270869e-01, 9.558490569566206e-01
245, 1.633771881660272e-01, -5.472278813671612e-02, 8.154502128017273e+04, -4.357437770925255e-01, 9.608718659538292e-01
246, 1.683569810481380e-01, -5.515147042183350e-02, 8.108839370575763e+04, -4.458030712312390e-01, 9.660975837260138e-01
247, 1.733386636958872e-01, -5.555760391952903e-02, 8.071219531702287e+04, -4.540905476317616e-01, 9.699134487261104e-01
248, 1.783220743303598e-01, -5.594194420634207e-02, 8.045871033111165e+04, -4.596747045594169e-01, 9.734027635936188e-01
249, 1.833070747342032e-01, -5.630510097489163e-02, 8.015895904003565e+04, -4.662780867779675e-01, 9.766694392303380e-01
250, 1.882935240816454e-01, -5.664778489010780e-02, 7.993098469990576e+04, -4.713002559852983e-01, 9.791970635515796e-01
251, 1.932812927479178e-01, -5.697071585265626e-02, 7.971187210822309e+04, -4.761272049755231e-01, 9.817404129642731e-01
252, 1.982702614181854e-01, -5.727452680345918e-02, 7.950729505647704e+04, -4.806339427479415e-01, 9.842549709619547e-01
253, 2.032603331358734e-01, -5.755966424103860e-02, 7.931687296575939e+04, -4.848288532797708e-01, 9.867362110081535e-01
254, 2.082514078420834e-01, -5.782667983847087e-02, 7.909795751895431e+04, -4.896514592595804e-01, 9.894547551862247e-01
255, 2.132433914894552e-01, -5.807611498667865e-02, 7.893365400879559e+04, -4.932709895492846e-01, 9.915678267585929e-01
256, 2.182362027684433e-01, -5.830842081886076e-02, 7.878476389228247e+04, -4.965509699102413e-01, 9.937291084647276e-01
257, 2.232297689552975e-01, -5.852385857060588e-02, 7.848882213109919e+04, -5.030704299482923e-01, 9.969050479958147e-01
258, 2.282240131923735e-01, -5.872300460425662e-02, 7.834855960484371e+04, -5.061603484886918e-01, 9.983423804395924e-01
259, 2.332188575284476e-01, -5.890644775162927e-02, 7.821676303347875e+04, -5.090637659608677e-01, 9.999155920482738e-01
260, 2.382142371670290e-01, -5.907469323690468e-02, 7.799362036785380e+04, -5.139794956149368e-01, 1.002520007224779e+00
261, 2.432101008579377e-01, -5.922791195832114e-02, 7.784142397478849e+04, -5.173323117182050e-01, 1.004412927200966e+00
262, 2.482063926055812e-01, -5.936646011874096e-02, 7.766429663300261e+04, -5.212343450838309e-01, 1.006572454418122e+00
263, 2.532030605222498e-01, -5.949072942779789e-02, 7.752284234409359e+04, -5.243505176039444e-01, 1.008266116496462e+00
264, 2.582000548174181e-01, -5.960106116063511e-02, 7.739577601775590e+04, -5.271497299673105e-01, 1.010077820733964e+00
265, 2.631973383012302e-01, -5.969748529347297e-02, 7.724279395834204e+04, -5.305198539366334e-01, 1.011942030125041e+00
266, 2.681948634354301e-01, -5.978039738177919e-02, 7.715256808373952e+04, -5.325074881979063e-01, 1.012836942745227e+00
267, 2.731925863236179e-01, -5.985033886283054e-02, 7.708378374290156e+04, -5.340227753934130e-01, 1.013801916243198e+00
268, 2.781904696403840e-01, -5.990781481423790e-02, 7.693840940771623e+04, -5.372253047188099e-01, 1.015550025795354e+00
269, 2.831884788418776e-01, -5.995295679623368e-02, 7.687809886526114e+04, -5.385539180575865e-01, 1.016411546346004e+00
270, 2.881865832664752e-01, -5.998581310953056e-02, 7.678237665311008e+04, -5.406626340913678e-01, 1.017615388554895e+00
271, 2.931847531496980e-01, -6.000680723388700e-02, 7.673716412927285e+04, -5.416586450673037e-01, 1.018227195043245e+00
272, 2.981829570215765e-01, -6.001633413737284e-02, 7.671861743585026e+04, -5.420672201400580e-01, 1.018540341068822e+00
273, 3.031811703796155e-01, -6.001465605991504e-02, 7.671274162766489e+04, -5.421966614750783e-01, 1.018795115812850e+00
274, 3.081793659703082e-01, -6.000166726842089e-02, 7.670046253325942e+04, -5.424671642421086e-01, 1.019070298778481e+00
275, 3.131775224751795e-01, -5.997770205723894e-02, 7.669471167403067e+04, -5.425938530094404e-01, 1.019319751753681e+00
276, 3.181756165691468e-01, -5.994313091617803e-02, 7.672057549444369e+04, -5.420240850154274e-01, 1.019042123029909e+00
277, 3.231736285194389e-01, -5.989829789954187e-02, 7.680009657364278e+04, -5.402722724427501e-01, 1.017928875997780e+00
278, 3.281715370128073e-01, -5.984312241343947e-02, 7.696486026087754e+04, -5.366426046650290e-01, 1.016221111693449e+00
279, 3.331693227866950e-01, -5.977769993239908e-02, 7.705339056265968e+04, -5.346923230882837e-01, 1.015378026824829e+00
280, 3.381669695977276e-01, -5.970241553548395e-02, 7.705831818434797e+04, -5.345837698629770e-01, 1.014963406011831e+00
281, 3.431644640769760e-01, -5.961763274719713e-02, 7.730996960933633e+04, -5.290400054338864e-01, 1.012739635034625e+00
282, 3.481617923841009e-01, -5.952358221008618e-02, 7.756651904950278e+04, -5.233883399972071e-01, 1.010278314162277e+00
283, 3.531589326628808e-01, -5.942002219775570e-02, 7.767851056948966e+04, -5.209212186411815e-01, 1.009094186206991e+00
284, 3.581558741658990e-01, -5.930723804638281e-02, 7.785741796902758e+04, -5.169799714270827e-01, 1.007335576824358e+00
285, 3.631526072443081e-01, -5.918558482576921e-02, 7.808853788435123e+04, -5.118885066539945e-01, 1.004915609243664e+00
286, 3.681491250008859e-01, -5.905540035115903e-02, 7.819865969004606e+04, -5.094625742385257e-01, 1.003588613468762e+00
287, 3.731454130112200e-01, -5.891666207555812e-02, 7.845728234510831e+04, -5.037652368371685e-01, 1.000696474123930e+00
288, 3.781414518941362e-01, -5.876922816588682e-02, 7.879352197266513e+04, -4.963580334526205e-01, 9.972274467023049e-01
289, 3.831372380643818e-01, -5.861347066801106e-02, 7.901549545619347e+04, -4.914680603390462e-01, 9.947885419211890e-01
290, 3.881327697195185e-01, -5.844974923307138e-02, 7.928915939105552e+04, -4.854393705047512e-01, 9.919882632956261e-01
291, 3.931280452402203e-01, -5.827839041249787e-02, 7.953474678396129e+04, -4.800291938960273e-01, 9.893791309574426e-01
292, 3.981230444086904e-01, -5.809915771061545e-02, 7.976510145684407e+04, -4.749545870597601e-01, 9.870320768888122e-01
293, 4.031177566085238e-01, -5.791209692118777e-02, 8.004627482644584e+04, -4.687604678534896e-01, 9.843153228268184e-01
294, 4.081121812655925e-01, -5.771751069946471e-02, 8.031516071758122e+04, -4.628370361112309e-01, 9.815306259837749e-01
295, 4.131063188442992e-01, -5.751568855790224e-02, 8.053055157453868e+04, -4.580920752145967e-01, 9.790611741871516e-01
296, 4.181001667763776e-01, -5.730682497811632e-02, 8.084428513894472e+04, -4.511806699855328e-01, 9.757775534238302e-01
297, 4.230937018073631e-01, -5.709060850218577e-02, 8.119867049434730e+04, -4.433737246143222e-01, 9.721852038419189e-01
298, 4.280869212616266e-01, -5.686722653926519e-02, 8.145787131924464e+04, -4.376636503990728e-01, 9.693485620613296e-01
299, 4.330798291384783e-01, -5.663697511384104e-02, 8.170363148118253e+04, -4.322496677685284e-01, 9.666797213970217e-01
300, 4.380724288294560e-01, -5.640013938771109e-02, 8.200627897378741e+04, -4.255824835706484e-01, 9.637546873937933e-01
301, 4.430647160659113e-01, -5.615680830290664e-02, 8.225079139260067e+04, -4.201959881436882e-01, 9.612523213561942e-01
302, 4.480566666941198e-01, -5.590666570995228e-02, 8.249173424960423e+04, -4.148881285114151e-01, 9.587189847035344e-01
303, 4.530482845227349e-01, -5.564996607920603e-02, 8.276325035060818e+04, -4.089067544630039e-01, 9.559238269593818e-01
304, 4.580395761368241e-01, -5.538700057433830e-02, 8.301773391370779e+04, -4.033005993420263e-01, 9.532733359262366e-01
305, 4.630305489581318e-01, -5.511805096725657e-02, 8.326003340212333e+04, -3.979628537475915e-01, 9.508559262412257e-01
306, 4.680211945661893e-01, -5.484309886444371e-02, 8.347405865312886e+04, -3.932479765180806e-01, 9.486473369542147e-01
307, 4.730114921321488e-01, -5.456189879684337e-02, 8.371964511723620e+04, -3.878378203703561e-01, 9.461436028575818e-01
308, 4.780014477154536e-01, -5.427469360835053e-02, 8.395064231310152e+04, -3.827490590501410e-01, 9.436997730214820e-01
309, 4.829910683624176e-01, -5.398172715276683e-02, 8.419334907891638e+04, -3.774023413230857e-01, 9.412400673321462e-01
310, 4.879803615283795e-01, -5.368323580199218e-02, 8.442841043543679e+04, -3.722240484245182e-01, 9.388182307138232e-01
311, 4.929693102892191e-01, -5.337904259563225e-02, 8.468034448727615e+04, -3.666740578566990e-01, 9.362956074311668e-01
312, 4.979579006643242e-01, -5.306902698858003e-02, 8.491623275911789e+04, -3.614775483962961e-01, 9.338179898908433e-01
313, 5.029461435235039e-01, -5.275346866033062e-02, 8.516640229752401e+04, -3.559664292428005e-01, 9.313122884289480e-01
314, 5.079340502112836e-01, -5.243264005791493e-02, 8.543563935337082e+04, -3.500352615044672e-01, 9.284933148263698e-01
315, 5.129216316882158e-01, -5.210679545398296e-02, 8.568720255437399e+04, -3.444934406089407e-01, 9.258471402905061e-01
316, 5.179088647919059e-01, -5.177566127514513e-02, 8.590053360870633e+04, -3.397938562108682e-01, 9.236720474744776e-01
317, 5.228957412702143e-01, -5.143919847369088e-02, 8.610851217824979e+04, -3.352121845755836e-01, 9.214225243596584e-01
318, 5.278822719045295e-01, -5.109764879011414e-02, 8.634109059998146e+04, -3.300885895813185e-01, 9.190523301623595e-01
319, 5.328684679787278e-01, -5.075124841232779e-02, 8.659235852671263e+04, -3.245532734413522e-01, 9.166499076554520e-01
320, 5.378543381764193e-01, -5.040018912913161e-02, 8.682048848991332e+04, -3.195276759297936e-01, 9.144890772417754e-01
321, 5.428398562792895e-01, -5.004416478098012e-02, 8.700692168788359e+04, -3.154206388591434e-01, 9.125344969198611e-01
322, 5.478250203757599e-01, -4.968321710770020e-02, 8.721686035748773e+04, -3.107957871266492e-01, 9.103648370316815e-01
323, 5.528098403113034e-01, -4.931754677571153e-02, 8.747832298896207e+04, -3.050358863592649e-01, 9.078452435773628e-01
324, 5.577943261278538e-01, -4.894734974906714e-02, 8.771361822879095e+04, -2.998524411196524e-01, 9.054954529100759e-01
325, 5.627784809681486e-01, -4.857272414584662e-02, 8.789813482429029e+04, -2.957876259144397e-01, 9.035599979179610e-01
326, 5.677622748890374e-01, -4.819332676832318e-02, 8.807988998710399e+04, -2.917836437933103e-01, 9.017682934482607e-01
327, 5.727457148998089e-01, -4.780930827683182e-02, 8.827737603769178e+04, -2.874331174947178e-01, 8.999636303382533e-01
328, 5.777288153662182e-01, -4.742090850731243e-02, 8.846594008834189e+04, -2.832791387256819e-01, 8.980113622779367e-01
329, 5.827115911238112e-01, -4.702836371836566e-02, 8.865808181348443e+04, -2.790463454433129e-01, 8.959507758448934e-01
330, 5.876940420200158e-01, -4.663171920369948e-02, 8.885471021236380e+04, -2.747147128149386e-01, 8.939385668650960e-01
331, 5.926761393434857e-01, -4.623065351922051e-02, 8.907138739525205e+04, -2.699414147533561e-01, 8.916538805908637e-01
332, 5.976578915187322e-01, -4.582532663019506e-02, 8.928793184463389e+04, -2.651710407494914e-01, 8.895071328338880e-01
333, 6.026393108100973e-01, -4.541592758085049e-02, 8.952825701489265e+04, -2.598767884703428e-01, 8.872334590395698e-01
334, 6.076204093579182e-01, -4.500264285534779e-02, 8.974657545638358e+04, -2.550673342413119e-01, 8.850050707586445e-01
335, 6.126011756609414e-01, -4.458537767405377e-02, 8.996000944005446e+04, -2.503654823575468e-01, 8.827295272510615e-01
336, 6.175815914516611e-01, -4.416395206459799e-02, 9.019685436009645e+04, -2.451478983800261e-01, 8.804382618363574e-01
337, 6.225616666665046e-01, -4.373851615077666e-02, 9.039077399250220e+04, -2.408759386234579e-01, 8.784385493998207e-01
338, 6.275414105577528e-01, -4.330921795596825e-02, 9.049687376885887e+04, -2.385386096529274e-01, 8.769997595273141e-01
339, 6.325208307526102e-01, -4.287618389651525e-02, 9.073140398615925e+04, -2.333720175055680e-01, 8.750435709886909e-01
340, 6.374998983757262e-01, -4.243911299022950e-02, 9.096198763876401e+04, -2.282923663519965e-01, 8.728857128393959e-01
341, 6.424786123305589e-01, -4.199803299380433e-02, 9.112270185574974e+04, -2.247519065297809e-01, 8.711951576772209e-01
342, 6.474569910278252e-01, -4.155318224884438e-02, 9.133674626307578e+04, -2.200366072953945e-01, 8.690618565803390e-01
343, 6.524350531434651e-01, -4.110479851425603e-02, 9.156440803547854e+04, -2.150213238104371e-01, 8.667994460721536e-01
344, 6.574128057478372e-01, -4.065300343623717e-02, 9.172693862646415e+04, -2.114408501096156e-01, 8.650485341423557e-01
345, 6.623902187966885e-01, -4.019747759582587e-02, 9.194898371040169e+04, -2.065492996721632e-01, 8.629193368923800e-01
346, 6.673672948721080e-01, -3.973828402389047e-02, 9.210237762843155e+04, -2.031701026481364e-01, 8.612230517859807e-01
347, 6.723440425926724e-01, -3.927553919759673e-02, 9.230637683124149e+04, -1.986760946203542e-01, 8.592599817025205e-01
348, 6.773204684437442e-01, -3.880935765658449e-02, 9.250839049628282e+04, -1.942258270707143e-01, 8.573880662482825e-01
349, 6.822965562586684e-01, -3.833956911946380e-02, 9.268189127380181e+04, -1.904036852375266e-01, 8.555883044962620e-01
350, 6.872722905729324e-01, -3.786605981002150e-02, 9.284827844804822e+04, -1.867382527922830e-01, 8.537254576125616e-01
351, 6.922476881547809e-01, -3.738902036513848e-02, 9.306602753672357e+04, -1.819413411422849e-01, 8.515661291940593e-01
352, 6.972227645563525e-01, -3.690864182398929e-02, 9.327730818808441e+04, -1.772869261727554e-01, 8.494959547331921e-01
353, 7.021975276841611e-01, -3.642503794395374e-02, 9.347614254078196e+04, -1.729066974026743e-01, 8.475608715276463e-01
354, 7.071719473981551e-01, -3.593791410284441e-02, 9.368505218718019e+04, -1.683045145751782e-01, 8.456529634259241e-01
355, 7.121460265192704e-01, -3.544731504961179e-02, 9.386723004586372e+04, -1.642912206596586e-01, 8.437819023987324e-01
356, 7.171197729494341e-01, -3.495335575509471e-02, 9.406519403385582e+04, -1.599301656212369e-01, 8.418716580230594e-01
357, 7.220931950215197e-01, -3.445614652066314e-02, 9.423382443390634e+04, -1.562153159496859e-01, 8.400899020971621e-01
358, 7.270662660426783e-01, -3.395543594755121e-02, 9.442464012220300e+04, -1.520117346453466e-01, 8.381844623318524e-01
359, 7.320389778352470e-01, -3.345117451841833e-02, 9.464166566442449e+04, -1.472307623888721e-01, 8.360841219672980e-01
360, 7.370113520634851e-01, -3.294359763001885e-02, 9.483426100175559e+04, -1.429879762399196e-01, 8.340614522159310e-01
361, 7.419834129335985e-01, -3.243294394918193e-02, 9.499615653688199e+04, -1.394214925257748e-01, 8.322016422856585e-01
362, 7.469551588172944e-01, -3.191925139436447e-02, 9.519950645251440e+04, -1.349417879940256e-01, 8.302231356958861e-01
363, 7.519265612355008e-01, -3.140223631029096e-02, 9.538360024630291e+04, -1.308862869148313e-01, 8.283848034640533e-01
364, 7.568976217195545e-01, -3.088194365170894e-02, 9.557062262634451e+04, -1.267662704358211e-01, 8.264783474838905e-01
365, 7.618683440491859e-01, -3.035842773080307e-02, 9.577131346862743e+04, -1.223451440593514e-01, 8.243509135014413e-01
366, 7.668387200018963e-01, -2.983164062338110e-02, 9.596707954787553e+04, -1.180325079333754e-01, 8.221605198235791e-01
367, 7.718087198321683e-01, -2.930130729856167e-02, 9.620806814914629e+04, -1.127236405760660e-01, 8.197487994091510e-01
368, 7.767783587962418e-01, -2.876760824587896e-02, 9.642042310385640e+04, -1.080455592009357e-01, 8.175320689751748e-01
369, 7.817476595555429e-01, -2.823077505927624e-02, 9.664592684587484e+04, -1.030778161266161e-01, 8.153383131596296e-01
370, 7.867166359739349e-01, -2.769094369087622e-02, 9.687423620922017e+04, -9.804826651289685e-02, 8.131747530682409e-01
371, 7.916852501159858e-01, -2.714778028148512e-02, 9.707960438266642e+04, -9.352410069555125e-02, 8.111072357155670e-01
372, 7.966535023068978e-01, -2.660132177851215e-02, 9.726133110197465e+04, -8.952074517168396e-02, 8.091093596281567e-01
373, 8.016214019147619e-01, -2.605167400588457e-02, 9.748821316952269e+04, -8.452263822383144e-02, 8.068676911334266e-01
374, 8.065889464914049e-01, -2.549881577139728e-02, 9.770888090128904e+04, -7.966143021727641e-02, 8.047081284338630e-01
375, 8.115560943958453e-01, -2.494241062411368e-02, 9.792259271648641e+04, -7.495345783356218e-02, 8.026266071456671e-01
376, 8.165228674210394e-01, -2.438267549505743e-02, 9.812273453901862e+04, -7.054442610811604e-02, 8.006611152104295e-01
377, 8.214892977325396e-01, -2.381989639108303e-02, 9.833664689655375e+04, -6.583203586951135e-02, 7.985419455855969e-01
378, 8.264553860400619e-01, -2.325411153179660e-02, 9.853817764161645e+04, -6.139240682350705e-02, 7.963581218696316e-01
379, 8.314210919528247e-01, -2.268498713940547e-02, 9.877690969169531e+04, -5.613325024463111e-02, 7.939758304894844e-01
380, 8.363864239219612e-01, -2.211259034397856e-02, 9.904141485292671e+04, -5.030632395477090e-02, 7.914574903577547e-01
381, 8.413513828127016e-01, -2.153699155277845e-02, 9.927051223979828e+04, -4.525941454746313e-02, 7.889895952487116e-01
382, 8.463159335288399e-01, -2.095785946192676e-02, 9.948008363415532e+04, -4.064265371868893e-02, 7.866121917777952e-01
383, 8.512800708441022e-01, -2.037520261479969e-02, 9.973933376469440e+04, -3.493149332297067e-02, 7.840371375556591e-01
384, 8.562438262954212e-01, -1.978930898568611e-02, 9.997710293083312e+04, -2.969354863167671e-02, 7.814996540902178e-01
385, 8.612072070669939e-01, -1.920024570998609e-02, 1.002463563314784e+05, -2.376202082499678e-02, 7.787913670248913e-01
386, 8.661701609220041e-01, -1.860758905854932e-02, 1.005015451827680e+05, -1.814032853159931e-02, 7.761499771542145e-01
387, 8.711327126945411e-01, -1.801158487474494e-02, 1.007704054014801e+05, -1.221746234094533e-02, 7.734924638261854e-01
388, 8.760948914457914e-01, -1.741248320068353e-02, 1.010190984643303e+05, -6.738869260638184e-03, 7.708691859847581e-01
389, 8.810566459586650e-01, -1.680986693585886e-02, 1.012903801918161e+05, -7.626583523635931e-04, 7.680997013725150e-01
390, 8.860179754429031e-01, -1.620378100361376e-02, 1.015732210318891e+05, 5.468194456688393e-03, 7.651738547194411e-01
391, 8.909789094797628e-01, -1.559444531077832e-02, 1.018705494218764e+05, 1.201820128556528e-02, 7.621033283965507e-01
392, 8.959393889942362e-01, -1.498143577281508e-02, 1.021732022167374e+05, 1.868550228969205e-02, 7.591228665470973e-01
393, 9.008994221586863e-01, -1.436480843014082e-02, 1.024325265631667e+05, 2.439829762712679e-02, 7.562959665644158e-01
394, 9.058590484796925e-01, -1.374493020657348e-02, 1.027364123166762e+05, 3.109276013967264e-02, 7.531680397375718e-01
395, 9.108182033001359e-01, -1.312129302675648e-02, 1.030500333459644e+05, 3.800168627217090e-02, 7.498984569485706e-01
396, 9.157769075210463e-01, -1.249407427938952e-02, 1.033933927540457e+05, 4.556573512666276e-02, 7.464888382927946e-01
397, 9.207352152677611e-01, -1.186373437112499e-02, 1.037180747546399e+05, 5.271832933805345e-02, 7.431474285493286e-01
398, 9.256930585879931e-01, -1.122974720434566e-02, 1.040477389319315e+05, 5.998067859635396e-02, 7.398251603468711e-01
399, 9.306504395945450e-01, -1.059215597841608e-02, 1.043793471210529e+05, 6.728585353558356e-02, 7.362635105129522e-01
400, 9.356073060425083e-01, -9.950593293355094e-03, 1.047770762040106e+05, 7.604764116550770e-02, 7.321610620202319e-01
401, 9.405636473132508e-01, -9.304963616413154e-03, 1.052086326018285e+05, 8.555462888663924e-02, 7.277602993454227e-01
402, 9.455195498314790e-01, -8.655983657876705e-03, 1.056123647100842e+05, 9.444866038569799e-02, 7.234183503197139e-01
403, 9.504749269119364e-01, -8.003003703208042e-03, 1.060683147183263e+05, 1.044930280551948e-01, 7.187288608114839e-01
404, 9.554298397903419e-01, -7.346507067319722e-03, 1.066471376341904e+05, 1.172442290144510e-01, 7.130585113276732e-01
405, 9.603842010477480e-01, -6.685876118669581e-03, 1.069790084300473e+05, 1.245551890585302e-01, 7.088686657507858e-01
406, 9.653381037792385e-01, -6.021790774762097e-03, 1.075383641344351e+05, 1.368775363583206e-01, 7.038129625645217e-01
407, 9.702914654741210e-01, -5.353697545843221e-03, 1.081702490030129e+05, 1.507976675789746e-01, 6.969916536042577e-01
408, 9.752442731643984e-01, -4.681513520389782e-03, 1.088078168147973e+05, 1.648429914084211e-01, 6.897287124013668e-01
409, 9.801965025423564e-01, -4.005063334180312e-03, 1.094871582488674e+05, 1.798085688041348e-01, 6.820558560979737e-01
410, 9.851481604769095e-01, -3.324453359758943e-03, 1.102418815733394e+05, 1.964347743589279e-01, 6.735010904612305e-01
411, 9.900994398736219e-01, -2.641093442970342e-03, 1.111356777064044e+05, 2.161246895246104e-01, 6.639413298979746e-01
412, 9.950500061673204e-01, -1.952589982925482e-03, 1.123017513790537e+05, 2.418127528782397e-01, 6.542977540249587e-01
1, 1.000000000000000e+00, -1.260000000000000e-03, 9.856191353065803e+04, -6.086951617280787e-02, 5.976105182151081e-01
